acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,timestamp
0.24925,-0.0375,0.02775,0.0018005001,-0.00080875,-6.1000002e-05,1742093918.1754649
0.249,-0.0355,0.028,0.00137325,-0.00051875,0.00029,1742093918.189792
0.247,-0.0305,0.02275,0.00102225,-0.00030525,0.00054925,1742093918.204842
0.247,-0.029,0.021,0.0007325,-6.1000002e-05,0.00051875,1742093918.2185678
0.248,-0.02575,0.02225,0.00099175,-9.15e-05,7.625e-05,1742093918.232974
0.24875,-0.02525,0.02375,0.00096125,0.00010675,-0.00065625,1742093918.247395
0.25,-0.03025,0.02225,0.000534,0.00036625,-0.00068675,1742093918.261772
0.24925,-0.033,0.02025,0.000229,0.00045775,-0.00054925,1742093918.2761931
0.249,-0.0345,0.0215,3.0500001e-05,0.0003205,-0.00036625,1742093918.290575
0.24825,-0.03375,0.0215,-6.1000002e-05,0.00030525,-0.0004425,1742093918.3051589
0.2465,-0.0335,0.021,-0.00029,0.00027475,-0.00054925,1742093918.31966
0.246,-0.03475,0.02575,-0.00035100002,0.00045775,-0.00059500005,1742093918.335101
0.24525,-0.0355,0.0245,1.5250001e-05,0.0008545,-0.0009155,1742093918.348484
0.2425,-0.039,0.0175,9.15e-05,0.0008545,-0.0009155,1742093918.3627808
0.242,-0.0395,0.017,-1.5250001e-05,0.00051875,-0.00054925,1742093918.377312
0.24225,-0.04,0.0185,-4.575e-05,0.00035100002,-0.0003815,1742093918.391829
0.24225,-0.04125,0.01825,-1.5250001e-05,0.0002595,-0.00029,1742093918.406274
0.24175,-0.041,0.01625,0.00042725,-0.0001525,-0.0001525,1742093918.420844
0.2395,-0.039,0.01425,0.0005645,-0.00039675,-9.15e-05,1742093918.43539
0.24175,-0.039,0.01875,0.00067150005,-0.00067150005,-0.00048825,1742093918.449889
0.24425,-0.03775,0.0245,0.000946,-0.00062550005,-0.00068675,1742093918.46492
0.2445,-0.037,0.02475,0.00045775,-0.00027475,-4.575e-05,1742093918.478844
0.2475,-0.0375,0.02825,0.000122000005,-1.5250001e-05,0.0002595,1742093918.4931982
0.24675,-0.037,0.0265,0.00019825,0.0003815,4.575e-05,1742093918.507494
0.2445,-0.0345,0.023,0.0001525,0.00033575002,-4.575e-05,1742093918.521733
0.2435,-0.034,0.02225,4.575e-05,0.0002135,0.0,1742093918.535957
0.2425,-0.0335,0.021,-1.5250001e-05,0.00013725001,6.1000002e-05,1742093918.550365
0.24125,-0.034,0.01925,0.00024425,9.15e-05,-0.000229,1742093918.564828
0.241,-0.035,0.0185,0.000824,0.0,-0.0012055,1742093918.5791628
0.243,-0.03575,0.02225,0.00090025004,-0.0001525,-0.0013580001,1742093918.594196
0.24375,-0.03525,0.02425,0.00033575002,-0.000122000005,-0.00051875,1742093918.6081102
0.2435,-0.03525,0.02075,-0.000229,0.000229,-4.575e-05,1742093918.622561
0.24275,-0.03525,0.0175,-0.00054925,0.00039675,0.0001525,1742093918.636938
0.24075,-0.03525,0.015,-0.00029,0.00013725001,-0.00019825,1742093918.651349
0.24225,-0.03575,0.0185,-3.0500001e-05,1.5250001e-05,-0.00059500005,1742093918.665816
0.24375,-0.03575,0.02225,0.00054925,-0.00010675,-0.001236,1742093918.680265
0.24475,-0.0395,0.024,0.00051875,3.0500001e-05,-0.0012055,1742093918.694773
0.24475,-0.042,0.0215,9.15e-05,0.00039675,-0.00057975,1742093918.709119
0.2435,-0.0405,0.01725,-0.00010675,0.0003205,-7.625e-05,1742093918.724777
0.244,-0.0375,0.019,-0.00027475,7.625e-05,0.000412,1742093918.737986
0.24375,-0.034,0.019,-0.000122000005,0.0001525,0.00016775,1742093918.7523541
0.24325,-0.03475,0.017,-1.5250001e-05,0.00024425,-0.000229,1742093918.7668638
0.24325,-0.0365,0.01575,9.15e-05,-6.1000002e-05,-0.00064075,1742093918.781374
0.24475,-0.039,0.02125,0.00019825,-0.0003205,-0.00051875,1742093918.795889
0.246,-0.0395,0.02525,0.0001525,-0.000122000005,-0.0001525,1742093918.810375
0.245,-0.0415,0.02125,0.00013725001,0.0001525,-9.15e-05,1742093918.824807
0.244,-0.0415,0.018,0.00016775,9.15e-05,0.00016775,1742093918.839108
0.243,-0.03725,0.01775,4.575e-05,-7.625e-05,0.00036625,1742093918.854201
0.24325,-0.035,0.019,-0.00010675,-0.000183,0.00030525,1742093918.868027
0.2445,-0.03575,0.0215,4.575e-05,-0.00019825,1.5250001e-05,1742093918.882443
0.24425,-0.03775,0.02125,0.00013725001,-0.000183,-0.000183,1742093918.896852
0.24375,-0.03975,0.02125,0.00010675,6.1000002e-05,-0.000183,1742093918.911198
0.24375,-0.03875,0.0225,0.0001525,0.0002595,-0.00029,1742093918.925493
0.244,-0.038,0.02275,0.0004425,0.000229,-0.00042725,1742093918.939838
0.24325,-0.0395,0.02025,0.0003205,0.000183,-0.0002135,1742093918.954208
0.24275,-0.04,0.0185,-0.00010675,0.000122000005,0.000183,1742093918.968596
0.241,-0.039,0.01675,-0.0001525,-0.00010675,0.0002595,1742093918.983043
0.24075,-0.03775,0.017,-0.00016775,-0.00024425,0.00029,1742093918.997565
0.2415,-0.037,0.0185,0.000122000005,-0.00027475,-4.575e-05,1742093919.012087
0.24275,-0.0365,0.02225,0.00039675,-0.000412,-0.0002135,1742093919.026575
0.2435,-0.0365,0.02375,0.000229,-0.0003815,-0.00013725001,1742093919.041078
0.24525,-0.038,0.02425,3.0500001e-05,-9.15e-05,-7.625e-05,1742093919.055532
0.24475,-0.0385,0.02125,0.00010675,1.5250001e-05,-0.000183,1742093919.0699708
0.24375,-0.0395,0.0195,0.0002135,-0.000122000005,-0.0002135,1742093919.0844858
0.24325,-0.039,0.01975,0.0001525,-0.00024425,-0.00016775,1742093919.098958
0.24325,-0.039,0.02125,4.575e-05,-0.0003205,-7.625e-05,1742093919.1146119
0.24325,-0.0385,0.0225,-7.625e-05,-0.00042725,6.1000002e-05,1742093919.127842
0.2435,-0.03825,0.024,-0.00024425,-0.00030525,0.00027475,1742093919.142277
0.244,-0.03725,0.0235,-0.0001525,-9.15e-05,0.0002135,1742093919.156815
0.2435,-0.03625,0.02225,6.1000002e-05,0.00010675,-7.625e-05,1742093919.1711528
0.24375,-0.03675,0.02,3.0500001e-05,9.15e-05,-0.000122000005,1742093919.1854458
0.24375,-0.03775,0.0185,-6.1000002e-05,-0.00013725001,7.625e-05,1742093919.200046
0.244,-0.03675,0.0195,-6.1000002e-05,-0.00024425,0.0001525,1742093919.2145238
0.2445,-0.03575,0.022,0.0,-0.0003205,1.5250001e-05,1742093919.2289898
0.24525,-0.03525,0.02625,-3.0500001e-05,-0.000122000005,-0.00010675,1742093919.244726
0.24475,-0.0365,0.02375,-0.00013725001,0.00016775,-0.0002135,1742093919.257849
0.24375,-0.0375,0.01975,-0.00013725001,0.00024425,-0.00033575002,1742093919.272334
0.242,-0.03725,0.016,-7.625e-05,3.0500001e-05,-0.00029,1742093919.2867992
0.242,-0.0365,0.0175,-0.000122000005,-0.0003205,-0.00024425,1742093919.301409
0.2425,-0.0365,0.022,-0.00010675,-0.00033575002,-0.00035100002,1742093919.315947
0.2425,-0.03775,0.02125,0.0002135,-0.00039675,-0.00067150005,1742093919.3304691
0.244,-0.04125,0.024,0.00024425,-0.00045775,-0.00067150005,1742093919.3449202
0.2455,-0.0425,0.02725,0.0,-0.00010675,-0.000412,1742093919.359383
0.2455,-0.0435,0.02475,0.0,0.000122000005,-0.0003205,1742093919.37459
0.244,-0.043,0.0205,-3.0500001e-05,0.0002135,-0.0002135,1742093919.388145
0.24275,-0.04125,0.0185,-0.000122000005,-4.575e-05,7.625e-05,1742093919.402591
0.24275,-0.03775,0.023,-3.0500001e-05,-0.0002135,0.00010675,1742093919.417087
0.24275,-0.03625,0.0245,0.000183,-0.00010675,-0.000122000005,1742093919.4315782
0.2425,-0.037,0.022,0.00013725001,6.1000002e-05,-0.0002135,1742093919.445973
0.24275,-0.0375,0.0205,6.1000002e-05,0.00010675,-0.00027475,1742093919.460374
0.24275,-0.03775,0.02,9.15e-05,0.0,-0.00029,1742093919.475596
0.24325,-0.03775,0.02025,0.0,-6.1000002e-05,-0.00024425,1742093919.489247
0.243,-0.0375,0.01975,1.5250001e-05,-0.00010675,-0.00027475,1742093919.5046122
0.242,-0.03775,0.01925,6.1000002e-05,-0.0002135,-0.00033575002,1742093919.518341
0.24125,-0.0385,0.018,0.00013725001,-0.00045775,-0.0004425,1742093919.532829
0.24025,-0.03925,0.017,0.00024425,-0.0007325,-0.00051875,1742093919.547334
0.24075,-0.0395,0.019,0.00059500005,-0.0012207499,-0.00065625,1742093919.561784
0.24475,-0.042,0.02575,0.00071725,-0.001236,-0.00067150005,1742093919.576233
0.24575,-0.04375,0.02725,0.0009155,-0.0009155,-0.0007325,1742093919.590838
0.2465,-0.0455,0.027,0.000885,-0.000534,-0.0008545,1742093919.605342
0.2475,-0.0455,0.0275,0.00099175,-0.00024425,-0.0009155,1742093919.619811
0.246,-0.043,0.026,0.000824,-0.000229,-0.0003815,1742093919.634374
0.245,-0.04125,0.0245,0.000412,-0.000122000005,0.00019825,1742093919.64874
0.24475,-0.04125,0.02375,-3.0500001e-05,-0.000229,0.0004425,1742093919.664642
0.245,-0.039,0.0265,-9.15e-05,-0.00019825,0.00039675,1742093919.6777978
0.2445,-0.03675,0.02825,-0.0002595,0.00030525,0.00030525,1742093919.692278
0.243,-0.03625,0.02725,-0.00036625,0.0005035,0.000183,1742093919.70675
0.2415,-0.037,0.0225,-0.00051875,0.0007325,3.0500001e-05,1742093919.7211578
0.23975,-0.0385,0.017,-0.00035100002,0.000534,-3.0500001e-05,1742093919.73556
0.24,-0.03825,0.01825,-4.575e-05,-6.1000002e-05,-0.00013725001,1742093919.750133
0.24225,-0.0395,0.024,-0.000122000005,-7.625e-05,-0.00013725001,1742093919.7646358
0.24225,-0.04125,0.02325,-0.000183,3.0500001e-05,-0.00010675,1742093919.7790568
0.24175,-0.04225,0.021,-0.0001525,0.0,0.000122000005,1742093919.793997
0.2425,-0.04075,0.02175,-0.00019825,-6.1000002e-05,0.00029,1742093919.807959
0.243,-0.03975,0.0215,-0.000229,-0.00013725001,0.0003815,1742093919.822455
0.2435,-0.0395,0.02075,-0.00019825,-0.000229,0.00033575002,1742093919.836959
0.24425,-0.04,0.0215,-0.0001525,-0.00035100002,0.00030525,1742093919.851352
0.24525,-0.04075,0.02375,-6.1000002e-05,-0.00039675,0.00030525,1742093919.865825
0.246,-0.04025,0.02575,1.5250001e-05,-0.00027475,0.00030525,1742093919.8802822
0.24575,-0.038,0.02575,-3.0500001e-05,-0.00010675,0.00027475,1742093919.894816
0.24475,-0.03725,0.02425,-0.00013725001,1.5250001e-05,0.000229,1742093919.909258
0.244,-0.03675,0.02325,-0.00029,0.000183,3.0500001e-05,1742093919.9248362
0.243,-0.03725,0.02075,-0.0002595,0.000183,-0.000122000005,1742093919.938245
